make_id,make_name,model_id,model_name
70,Toyota,76375,Corolla Cross
70,Toyota,76376,Proace City
70,Toyota,76910,Proace Max
73,Volvo,2065,240
73,Volvo,2066,340
73,Volvo,2067,360
73,Volvo,2068,440
73,Volvo,2069,460
73,Volvo,2070,480
73,Volvo,2071,740
73,Volvo,2072,760
73,Volvo,2073,780
73,Volvo,2074,850
73,Volvo,2075,940
73,Volvo,2076,960
73,Volvo,2077,S40
73,Volvo,2078,S70
73,Volvo,2079,V70
73,Volvo,2080,S90
73,Volvo,2081,V90
73,Volvo,2082,V40
73,Volvo,2123,965
73,Volvo,2136,744
73,Volvo,2137,944
73,Volvo,2138,244
73,Volvo,2139,945
73,Volvo,2140,764
73,Volvo,2141,855
73,Volvo,2144,245
73,Volvo,15236,C70
73,Volvo,15237,Polar
73,Volvo,15664,S80
73,Volvo,16405,745
73,Volvo,16486,S60
73,Volvo,16580,264
73,Volvo,18268,XC90
73,Volvo,18328,XC70
73,Volvo,18404,V50
73,Volvo,18489,262
73,Volvo,18912,C30
73,Volvo,19124,XC60
73,Volvo,19610,V60
73,Volvo,20144,Sonstige
73,Volvo,20296,V40 Cross Country
73,Volvo,21110,265
73,Volvo,74670,XC40
73,Volvo,74825,Amazon
73,Volvo,75095,P1800
73,Volvo,75198,PV544
73,Volvo,75382,S60 Cross Country
73,Volvo,75383,V60 Cross Country
73,Volvo,75384,V90 Cross Country
73,Volvo,75993,C40
73,Volvo,76445,EX90
73,Volvo,76528,EX30
73,Volvo,76731,EC40
73,Volvo,76732,EX40
74,Volkswagen,2083,Corrado
74,Volkswagen,2084,Golf
74,Volkswagen,2087,Jetta
74,Volkswagen,2089,Passat
74,Volkswagen,2090,Polo
74,Volkswagen,2091,Santana
74,Volkswagen,2092,Scirocco
74,Volkswagen,2093,Sharan
74,Volkswagen,2094,Vento
74,Volkswagen,2106,Bus
74,Volkswagen,2113,Anfibio
74,Volkswagen,2114,Käfer
74,Volkswagen,14792,T4
74,Volkswagen,15363,T2
74,Volkswagen,15381,New Beetle
74,Volkswagen,15534,Lupo
74,Volkswagen,15535,Bora
74,Volkswagen,15734,Caddy
74,Volkswagen,15767,LT
74,Volkswagen,15864,Maggiolino
74,Volkswagen,15981,Buggy
74,Volkswagen,16520,Taro
74,Volkswagen,16521,L80
74,Volkswagen,16584,Iltis
74,Volkswagen,16585,181
74,Volkswagen,16623,Karmann Ghia
74,Volkswagen,18190,T4 Allstar
74,Volkswagen,18200,T3 Blue Star
74,Volkswagen,18210,T5 Caravelle
74,Volkswagen,18220,T5 Multivan
74,Volkswagen,18230,Transporter
74,Volkswagen,18240,T3 White Star
74,Volkswagen,18276,Phaeton
74,Volkswagen,18285,Touareg
74,Volkswagen,18317,T3
74,Volkswagen,18329,Touran
74,Volkswagen,18370,T5
74,Volkswagen,18575,T5 California
74,Volkswagen,18599,Fox
74,Volkswagen,18707,Eos
74,Volkswagen,18747,T5 Shuttle
74,Volkswagen,18781,Crafter
74,Volkswagen,19063,Tiguan
74,Volkswagen,19127,Routan
74,Volkswagen,19261,Amarok
74,Volkswagen,19344,Pointer
74,Volkswagen,19618,T1
74,Volkswagen,19659,Polo Sedan
74,Volkswagen,19724,Beetle
74,Volkswagen,19750,up!
74,Volkswagen,19780,CC
74,Volkswagen,20026,Golf Plus
74,Volkswagen,20170,Polo Cross
74,Volkswagen,20315,Cross Golf
74,Volkswagen,20316,Cross Touran
74,Volkswagen,20333,Polo Plus
74,Volkswagen,20334,Polo Variant
74,Volkswagen,20335,Polo GTI
74,Volkswagen,20336,Polo R WRC
74,Volkswagen,20337,Passat CC
74,Volkswagen,20338,Passat Variant
74,Volkswagen,20339,Passat Alltrack
74,Volkswagen,20340,Golf Variant
74,Volkswagen,20341,Golf Cabriolet
74,Volkswagen,20342,Golf GTI
74,Volkswagen,20352,T3 Multivan
74,Volkswagen,20353,T4 Multivan
74,Volkswagen,20354,T3 California
74,Volkswagen,20355,T4 California
74,Volkswagen,20356,T3 Caravelle
74,Volkswagen,20357,T4 Caravelle
74,Volkswagen,20358,T5 Kombi
74,Volkswagen,20359,T4 Kombi
74,Volkswagen,20360,T3 Kombi
74,Volkswagen,20376,Golf Sportsvan
74,Volkswagen,20380,XL1
74,Volkswagen,20841,Derby
74,Volkswagen,21034,Sonstige
74,Volkswagen,21080,T6 Transporter
74,Volkswagen,21081,T6 Caravelle
74,Volkswagen,21082,T6 Multivan
74,Volkswagen,21083,T6 California
74,Volkswagen,21179,Coccinelle
74,Volkswagen,21180,Escarabajo
74,Volkswagen,74550,Arteon
74,Volkswagen,74667,T-Roc
74,Volkswagen,74938,Atlas
74,Volkswagen,74939,Kever
74,Volkswagen,75194,T-Cross
74,Volkswagen,75216,T5 Transporter
74,Volkswagen,75217,T6 Kombi
74,Volkswagen,75601,Grand California
74,Volkswagen,75602,ID.3
74,Volkswagen,75645,ID.4
74,Volkswagen,75655,Golf GTE
74,Volkswagen,75738,T6.1 California
74,Volkswagen,75739,T6.1 Caravelle
74,Volkswagen,75740,T6.1 Kombi
74,Volkswagen,75741,T6.1 Multivan
74,Volkswagen,75742,T6.1 Transporter
74,Volkswagen,75860,e-up!
74,Volkswagen,75939,T7 Multivan
74,Volkswagen,75940,e-Golf
74,Volkswagen,75946,Taigo
74,Volkswagen,75995,ID.5
74,Volkswagen,76161,Tiguan Allspace
74,Volkswagen,76266,ID. Buzz
74,Volkswagen,76267,ID. Buzz Cargo
74,Volkswagen,76355,ID.6
74,Volkswagen,76356,Viloran
74,Volkswagen,76377,Golf R
74,Volkswagen,76490,ID.7
74,Volkswagen,76518,Golf GTD
74,Volkswagen,76791,T7 California
74,Volkswagen,76793,T7 Kastenwagen
74,Volkswagen,76850,T7 Kombi
74,Volkswagen,76851,T7 Caravelle
74,Volkswagen,76863,Tayron
15641,Land Rover,15791,Discovery
15641,Land Rover,15792,Freelander
15641,Land Rover,15793,Range Rover
15641,Land Rover,15794,Defender
15641,Land Rover,18555,Range Rover Sport
15641,Land Rover,19103,LRX
15641,Land Rover,19537,Series
15641,Land Rover,19600,Range Rover Evoque
15641,Land Rover,20913,Discovery Sport
15641,Land Rover,21041,Sonstige
15641,Land Rover,74552,Range Rover Velar
16338,MINI,16574,Sonstige
16338,MINI,16600,1000
16338,MINI,16601,1300
16338,MINI,16602,One
16338,MINI,16603,Cooper
16338,MINI,19053,Cooper Clubman
16338,MINI,19267,One Countryman
16338,MINI,19706,John Cooper Works
16338,MINI,19742,One Clubman
16338,MINI,19743,Cooper S
16338,MINI,19744,Cooper D
16338,MINI,19745,Cooper SD
16338,MINI,19746,One D
16338,MINI,20000,Cooper Cabrio
16338,MINI,20001,Cooper D Cabrio
16338,MINI,20002,Cooper S Cabrio
16338,MINI,20003,Cooper SD Cabrio
16338,MINI,20004,Cooper D Clubman
16338,MINI,20005,Cooper S Clubman
16338,MINI,20006,Cooper SD Clubman
16338,MINI,20007,Cooper Countryman
16338,MINI,20008,Cooper D Countryman
16338,MINI,20009,Cooper S Countryman
16338,MINI,20010,Cooper SD Countryman
16338,MINI,20011,Cooper Coupe
16338,MINI,20012,Cooper D Coupe
16338,MINI,20013,Cooper S Coupe
16338,MINI,20014,Cooper SD Coupe
16338,MINI,20015,John Cooper Works Cabrio
16338,MINI,20016,John Cooper Works Clubman
16338,MINI,20017,John Cooper Works Coupe
16338,MINI,20018,One Cabrio
16338,MINI,20023,One D Clubman
16338,MINI,20024,One D Countryman
16338,MINI,20163,Cooper Roadster
16338,MINI,20177,Cooper S Roadster
16338,MINI,20178,Cooper SD Roadster
16338,MINI,20179,John Cooper Works Roadster
16338,MINI,20180,Cooper Paceman
16338,MINI,20181,Cooper S Paceman
16338,MINI,20182,Cooper SD Paceman
16338,MINI,20183,John Cooper Works Paceman
16338,MINI,20278,Clubvan
16338,MINI,20292,Cooper D Paceman
16338,MINI,20310,John Cooper Works Countryman
16338,MINI,75391,Cooper SE Countryman
16338,MINI,75456,Cooper SE
16338,MINI,76776,Aceman
16338,MINI,76799,Countryman C
16338,MINI,76800,Countryman D
16338,MINI,76801,Countryman S All4
16338,MINI,76802,JCW Countryman All4
16338,MINI,76891,Cooper C Cabrio
16338,MINI,76894,Countryman E
16338,MINI,76895,Cooper C
16338,MINI,76896,Cooper E
16360,Dacia,18498,Logan
16360,Dacia,18499,Solenza
16360,Dacia,18500,Berlina
16360,Dacia,18501,Break
16360,Dacia,18502,Pick Up
16360,Dacia,18503,Double Cab
16360,Dacia,18504,Drop Side
16360,Dacia,18705,Nova
16360,Dacia,19129,Sandero
16360,Dacia,19264,Duster
16360,Dacia,20036,Lodgy
16360,Dacia,20186,Dokker
16360,Dacia,20938,1310
16360,Dacia,20939,Sonstige
16360,Dacia,75804,Spring
16360,Dacia,76029,Jogger
16360,Dacia,76864,Bigster
